Date,Expectation Type,Expected Value,Recorded Value,Status,Value Difference
2015-07-31,Expected Increase,15.854506944444447,-56.65992361111112,Failed,72.51443055555556
2015-09-30,Expected Increase,79.77317361111112,37.380659722222234,Failed,42.392513888888885
2015-10-31,Expected Increase,52.18367361111114,-234.1625902777778,Failed,286.3462638888889
2015-11-30,Expected Increase,318.58928472222215,1.7347986111111595,Failed,316.854486111111
2015-12-31,Expected Increase,138.08411805555556,104.63171527777786,Failed,33.452402777777706
2016-07-31,Expected Increase,15.854506944444447,67.31499305555555,Exceeded,51.4604861111111
2016-09-30,Expected Increase,79.77317361111112,-70.60725694444444,Failed,150.38043055555556
2016-10-31,Expected Increase,52.18367361111114,344.7680763888889,Exceeded,292.58440277777777
2016-11-30,Expected Increase,318.58928472222215,-374.4584513888888,Failed,693.0477361111109
2016-12-31,Expected Increase,138.08411805555556,14.319881944444433,Failed,123.76423611111113
2017-07-31,Expected Increase,15.854506944444447,-57.83550694444441,Failed,73.69001388888886
2017-09-30,Expected Increase,79.77317361111112,-13.953840277777786,Failed,93.7270138888889
2017-10-31,Expected Increase,52.18367361111114,-157.78592361111112,Failed,209.96959722222226
2017-11-30,Expected Increase,318.58928472222215,325.5432152777778,Exceeded,6.953930555555644
2017-12-31,Expected Increase,138.08411805555556,-166.1320347222222,Failed,304.2161527777778
2015-08-31,Expected Drop,-60.586243055555585,-140.6229236111111,Below Expected,80.03668055555552
2016-01-31,Expected Drop,-178.96004861111106,-28.921034722222203,Exceeded,150.03901388888886
2016-02-29,Expected Drop,-160.96196527777778,96.91638194444445,Exceeded,257.87834722222226
2016-03-31,Expected Drop,-0.3571597222222458,270.38015972222223,Exceeded,270.7373194444445
2016-04-30,Expected Drop,-145.42568749999995,-9.054895833333347,Exceeded,136.3707916666666
2016-05-31,Expected Drop,-2.8823819444444325,-63.06453472222216,Below Expected,60.18215277777773
2016-06-30,Expected Drop,-55.311270833333296,-139.6400625,Below Expected,84.3287916666667
2016-08-31,Expected Drop,-60.586243055555585,-42.30700694444444,Exceeded,18.279236111111146
2017-01-31,Expected Drop,-178.96004861111106,73.67529861111109,Exceeded,252.63534722222215
2017-02-28,Expected Drop,-160.96196527777778,-5.431034722222222,Exceeded,155.53093055555556
2017-03-31,Expected Drop,-0.3571597222222458,-197.71225694444445,Below Expected,197.3550972222222
2017-04-30,Expected Drop,-145.42568749999995,-11.749645833333375,Exceeded,133.67604166666658
2017-05-31,Expected Drop,-2.8823819444444325,-26.886784722222217,Below Expected,24.004402777777784
2017-06-30,Expected Drop,-55.311270833333296,175.62585416666667,Exceeded,230.93712499999998
2017-08-31,Expected Drop,-60.586243055555585,135.7494930555556,Exceeded,196.3357361111112
2018-01-31,Expected Drop,-178.96004861111106,-91.93470138888893,Exceeded,87.02534722222214
2018-02-28,Expected Drop,-160.96196527777778,-138.6657847222222,Exceeded,22.296180555555566
2018-03-31,Expected Drop,-0.3571597222222458,-119.84834027777775,Below Expected,119.4911805555555
2018-04-30,Expected Drop,-145.42568749999995,-26.375895833333345,Exceeded,119.04979166666661
2018-05-31,Expected Drop,-2.8823819444444325,42.7708819444444,Exceeded,45.65326388888883
2018-06-30,Expected Drop,-55.311270833333296,-83.16622916666667,Below Expected,27.85495833333337
Total,N/A,N/A,N/A,Expected Increase but Failed Total,2400.3552777777777
Total,N/A,N/A,N/A,Expected Increase and Exceeded Total,350.9988194444445
Total,N/A,N/A,N/A,Below Expected Drop Total,593.2532638888888
Total,N/A,N/A,N/A,Expected Drop but Exceeded Total,2076.444472222222
